OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV13976,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV13977,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,Xylophanes zurcheri
ASV13979,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Bulbaeolidia,Bulbaeolidia sulphurea
ASV1398,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,Halistemma rubrum
ASV13983,Eukaryota,Arthropoda,Insecta,Diptera,Cecidomyiidae,Unidentified,Cecidomyiidae sp. BOLD:ACF5493
ASV13984,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV13985,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV13988,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Trieres,Trieres chinensis
ASV1399,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV13998,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Thaumetopoea,Thaumetopoea pityocampa
ASV14,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa BELUM<GBR> Mc4240
ASV140,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV1400,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV14000,Eukaryota,Unidentified,Oomycetes,Olpidiopsidales,Olpidiopsidaceae,Olpidiopsis,Olpidiopsis feldmanni
ASV14001,Eukaryota,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,Tridacna maxima
ASV14004,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV14005,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Amphibalanus,Amphibalanus variegatus
ASV14007,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV1401,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV14011,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,Hypoponera sp. MG026
ASV14012,Eukaryota,Unidentified,Unidentified,Bicosoecida,Cafeteriaceae,Cafeteria,Cafeteria roenbergensis
ASV14016,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Abyssocladia,Abyssocladia sp. 1 JTH-2016
ASV14018,Eukaryota,Arthropoda,Diplopoda,Unidentified,Unidentified,Unidentified,Diplopoda sp. BOLD:AAZ5764
ASV14019,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV14020,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera abyssalis
ASV14022,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium heterothallicum
ASV14026,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia haitanensis
ASV14029,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon flavia
ASV14035,Eukaryota,Echinodermata,Echinoidea,Spatangoida,Brissidae,Metalia,Metalia spatagus
ASV14036,Eukaryota,Unidentified,Unidentified,Unidentified,Vannellidae,Paravannella,Paravannella minima
ASV14039,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sp.
ASV14043,Eukaryota,Unidentified,Haptophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV14045,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Phytopythium,Phytopythium vexans
ASV14049,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV1405,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix murorum
ASV14053,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondrophycus,Chondrophycus succisus
ASV14054,Eukaryota,Mollusca,Gastropoda,Unidentified,Planorbidae,Bulinus,Bulinus globosus
ASV14057,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora hydrogena
ASV14059,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Peleteria,Peleteria iterans
ASV14060,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sabit
ASV14063,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Oncochila,Oncochila simplex
ASV14066,Eukaryota,Unidentified,Phaeophyceae,Dictyotales,Dictyotaceae,Dilophus,Dilophus fastigiatus
ASV14067,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Glaucidae,Glaucus,Glaucus atlanticus
ASV14068,Eukaryota,Unidentified,Dictyochophyceae,Pedinellales,Unidentified,Pseudopedinella,Pseudopedinella elastica
ASV1407,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV14071,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca fusiformis
ASV14074,Eukaryota,Chordata,Ascidiacea,Enterogona,Didemnidae,Didemnum,Didemnum granulatum
ASV14075,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV1408,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14085,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,Moerisia,Moerisia inkermanica
ASV14086,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera abyssalis
ASV14087,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. BOLD:AAO6743
ASV1409,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Xeniidae,Sympodium,Sympodium caeruleum
ASV14091,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19
ASV14094,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Unidentified,Microgastrinae sp. Micro0375
ASV1410,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14100,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria adasa
ASV14101,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV14103,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV14105,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Scaeva,Scaeva dignota
ASV14109,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium ultimum
ASV14112,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Pristidae,Anoxypristis,Anoxypristis cuspidata
ASV14114,Eukaryota,Chordata,Ascidiacea,Enterogona,Didemnidae,Didemnum,Didemnum granulatum
ASV14115,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV14116,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Unidentified,Noctuidae gen. noctBioLep01 sp. BioLep100
ASV1412,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 20 AP-2014
ASV14126,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV14127,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV14129,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV1414,Eukaryota,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchon,Sperchon plumifer
ASV14147,Eukaryota,Arthropoda,Insecta,Lepidoptera,Unidentified,Unidentified,Lepidoptera sp. BOLD:AAH0550
ASV1415,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,Achlya hypogyna
ASV14153,Eukaryota,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,Tridacna maxima
ASV14157,Eukaryota,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra cingulata
ASV14159,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV14161,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV14162,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14165,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19
ASV1417,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV14172,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV14173,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus s.l. clade 4
ASV14175,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14177,Eukaryota,Unidentified,Unidentified,Unidentified,Hartmannellidae,Hartmannella,Hartmannella cantabrigiensis
ASV14178,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV14179,Eukaryota,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,Dasycercus cristicauda
ASV14181,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV14182,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV14183,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Selaroides,Selaroides leptolepis
ASV14184,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
ASV14187,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhinidae,Rhina,Rhina ancylostoma
ASV14188,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia pacifica
ASV14190,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium decemcellulare
ASV14194,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota maculata
ASV14195,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon oligolinx
ASV14199,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV142,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV1420,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis thurstonii
ASV14200,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Dendronephthya,Dendronephthya savignyi
ASV14201,Eukaryota,Mollusca,Gastropoda,Unidentified,Unidentified,Unidentified,Gastropoda sp. JOD_0445
ASV14207,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum
ASV14214,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV14217,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina similis
ASV14218,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S052
ASV14221,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites lobata
ASV14229,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV14232,Eukaryota,Porifera,Demospongiae,Biemnida,Unidentified,Rhabderemia,Rhabderemia sorokinae
ASV14235,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Thaumetopoea,Thaumetopoea pityocampa
ASV14236,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella candolleana
ASV14241,Eukaryota,Unidentified,Unidentified,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium larifeili
ASV14243,Eukaryota,Unidentified,Unidentified,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta
ASV14245,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV14247,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV14249,Eukaryota,Unidentified,Unidentified,Bicosoecida,Unidentified,Caecitellus,Caecitellus parvulus
ASV1425,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV14251,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV14253,Eukaryota,Unidentified,Dictyochophyceae,Pedinellales,Unidentified,Pseudopedinella,Pseudopedinella elastica
ASV14254,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. BOLD:AAO6951
ASV14255,Eukaryota,Annelida,Polychaeta,Echiuroinea,Echiuridae,Anelassorhynchus,Anelassorhynchus sp. RG-2015-12
ASV14256,Eukaryota,Unidentified,Unidentified,Bicosoecida,Unidentified,Caecitellus,Caecitellus parvulus
ASV14258,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV14259,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV14260,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema cf. pseudocostatum
ASV14261,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV14262,Eukaryota,Arthropoda,Insecta,Diptera,Cecidomyiidae,Unidentified,Cecidomyiidae sp. BOLD-2016
ASV14263,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV14269,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 10 AP-2014
ASV14270,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas reinhardtii
ASV14272,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV14273,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,Tenthredo sp. BBHEC316-09
ASV14274,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus
ASV14276,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Centroceras,Centroceras hyalacanthum
ASV14277,Eukaryota,Annelida,Polychaeta,Unidentified,Orbiniidae,Leitoscoloplos,Leitoscoloplos sp. CMC01
ASV14281,Eukaryota,Unidentified,Heterolobosea,Schizopyrenida,Vahlkampfiidae,Naegleria,Naegleria gruberi
ASV14284,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,Montenegrina,Montenegrina dofleini
ASV14287,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,Platorchestia pacifica
ASV14289,Eukaryota,Arthropoda,Insecta,Lepidoptera,Unidentified,Unidentified,Lepidoptera sp. BOLD:AAE3817
ASV1429,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas sp.
ASV14294,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Talitridae,Platorchestia,Platorchestia pacifica
ASV14299,Eukaryota,Arthropoda,Insecta,Coleoptera,Anobiidae,Ernobius,Ernobius angusticollis
ASV1430,Eukaryota,Unidentified,Haptophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV14301,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,Unidentified,Mycetophilidae sp. BOLD:AAG4925
ASV14304,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV14307,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV1431,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV14313,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14314,Eukaryota,Unidentified,Haptophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV14318,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Unidentified,Tortricidae sp. BOLD:ACD3790
ASV14322,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV14325,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV14326,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides
ASV14328,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Amphidinium,Amphidinium massartii
ASV1433,Eukaryota,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpius,Euscorpius sp. 120F
ASV14330,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV14333,Eukaryota,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Megasternum,Megasternum concinnum
ASV14334,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV1434,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV14340,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV14343,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiogetonaceae,Pythiogeton,Pythiogeton ramosum
ASV14345,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV14346,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Trioxys,Trioxys sp. BIOUG21323-B06
ASV1435,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vasula,Vasula speciosa
ASV14350,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV14351,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Lytocarpia,Lytocarpia miriophyllum
ASV14352,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis thurstonii
ASV14354,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Nannochloris,Nannochloris sp. MBTD-CMFRI-S048
ASV14355,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV14356,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,Tapinoma sessile
ASV14359,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV1436,Eukaryota,Chordata,Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus boraceiensis
ASV14360,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S052
ASV14362,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV14370,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,Phytomyza spondylii
ASV14372,Eukaryota,Chordata,Actinopteri,Unidentified,Pomacentridae,Chromis,Chromis viridis
ASV14374,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera
ASV14380,Eukaryota,Unidentified,Dictyochophyceae,Pedinellales,Unidentified,Pseudopedinella,Pseudopedinella elastica
ASV14382,Eukaryota,Chlorophyta,Unidentified,Unidentified,Pycnococcaceae,Pycnococcus,Pycnococcus provasolii
ASV14384,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV14386,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Thaumetopoea,Thaumetopoea pityocampa
ASV14392,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV14393,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon primus
ASV14396,Eukaryota,Porifera,Demospongiae,Axinellida,Raspailiidae,Hymeraphia,Hymeraphia breeni
ASV14401,Eukaryota,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Unidentified,Ichneumonidae sp. INDOBIOSYS-CCDB25302-B11
ASV14402,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia gracilis
ASV14405,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta elegans
ASV1441,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV14410,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV14412,Eukaryota,Chordata,Amphibia,Anura,Ranidae,Odorrana,Odorrana margaretae
ASV14415,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Clavus,Clavus viduus
ASV14418,Eukaryota,Unidentified,Haptophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii
ASV14419,Eukaryota,Unidentified,Oomycetes,Leptomitales,Unidentified,Apodachlya,Apodachlya minima
ASV14422,Eukaryota,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,Sisyra sp. CBCAD114-10
ASV14423,Eukaryota,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Patiria chilensis
ASV14426,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhinidae,Rhina,Rhina ancylostoma
ASV14429,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Unidentified,Unidentified,Sarcoptiformes sp. BOLD:ACI7102
ASV1443,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus
ASV14432,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S052
ASV14435,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Eucheilota,Eucheilota sp. JRH-2014
ASV14450,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV14451,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV14453,Eukaryota,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Issoca,Issoca sp. 1 CO-2013
ASV14455,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
ASV14456,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis maritima
ASV14457,Eukaryota,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Geoplana,Geoplana sp. 3 CO-2013
ASV1446,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV14462,Eukaryota,Cnidaria,Anthozoa,Ceriantharia,Arachnactidae,Isarachnanthus,Isarachnanthus bandanensis
ASV14468,Eukaryota,Arthropoda,Insecta,Coleoptera,Cerambycidae,Arhopalus,Arhopalus asperatus
ASV1447,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia circumpora
